name,country,state_or_region,continent,category,budget_level,climate,best_season,adventure,nightlife,family_friendly,trekking,beach_activities,cultural_sites,wildlife,shopping,popularity_score,safety_score,avg_cost_index,rating
Bordeaux,France,Nouvelle-Aquitaine,Europe,Urban,Mid-range,Temperate,Autumn,0,1,1,0,0,1,0,1,89,88,80,4.7
Strasbourg,France,Grand Est,Europe,Historical,Mid-range,Continental,Winter,0,1,1,0,0,1,0,1,91,92,75,4.8
Venice,Italy,Veneto,Europe,Historical,Luxury,Mediterranean,Spring,0,1,1,0,0,1,0,1,98,88,95,4.7
Milan,Italy,Lombardy,Europe,Urban,Luxury,Continental,Autumn,0,1,1,0,0,1,0,1,96,82,92,4.6
Naples,Italy,Campania,Europe,Historical,Budget,Mediterranean,Spring,0,1,1,0,0,1,0,1,92,70,55,4.5
Verona,Italy,Veneto,Europe,Historical,Mid-range,Continental,Spring,0,1,1,0,0,1,0,1,90,92,70,4.7
Palermo,Italy,Sicily,Europe,Historical,Budget,Mediterranean,Summer,0,1,1,0,1,1,0,1,88,72,50,4.4
Valencia,Spain,Valencia,Europe,Urban,Mid-range,Mediterranean,Spring,0,1,1,0,1,1,0,1,92,88,60,4.6
Bilbao,Spain,Basque Country,Europe,Urban,Mid-range,Temperate,Autumn,0,1,1,0,0,1,0,1,88,90,70,4.7
Granada,Spain,Andalusia,Europe,Historical,Budget,Mediterranean,Spring,1,1,1,1,0,1,0,1,95,88,45,4.9
Ibiza,Spain,Balearic Islands,Europe,Island,Luxury,Mediterranean,Summer,0,1,0,0,1,0,0,1,96,80,95,4.4
Salzburg,Austria,Salzburg,Europe,Historical,Mid-range,Alpine,Spring,1,1,1,1,0,1,0,1,94,96,75,4.8
Innsbruck,Austria,Tyrol,Europe,Mountain,Mid-range,Alpine,Winter,1,1,1,1,0,1,0,1,91,96,72,4.8
Ghent,Belgium,Flanders,Europe,Historical,Mid-range,Temperate,Autumn,0,1,1,0,0,1,0,1,89,95,65,4.7
Antwerp,Belgium,Flanders,Europe,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,87,88,75,4.6
Rotterdam,Netherlands,South Holland,Europe,Urban,Mid-range,Temperate,Summer,0,1,1,0,0,1,0,1,88,90,80,4.5
Utrecht,Netherlands,Utrecht,Europe,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,85,94,75,4.6
Cologne,Germany,North Rhine-Westphalia,Europe,Urban,Mid-range,Continental,Winter,0,1,1,0,0,1,0,1,90,88,70,4.5
Frankfurt,Germany,Hesse,Europe,Urban,Luxury,Continental,Autumn,0,1,1,0,0,1,0,1,91,85,90,4.3
Hamburg,Germany,Hamburg,Europe,Urban,Mid-range,Temperate,Summer,0,1,1,0,0,1,0,1,92,85,80,4.6
Heidelberg,Germany,Baden-Württemberg,Europe,Historical,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,89,94,70,4.8
Nuremberg,Germany,Bavaria,Europe,Historical,Mid-range,Continental,Winter,0,1,1,0,0,1,0,1,87,90,65,4.7
Zaragoza,Spain,Aragon,Europe,Historical,Budget,Continental,Spring,0,1,1,0,0,1,0,1,82,88,45,4.4
Faro,Portugal,Algarve,Europe,Beach,Budget,Mediterranean,Summer,1,1,1,0,1,1,0,1,86,90,45,4.5
Coimbra,Portugal,Centro,Europe,Historical,Budget,Mediterranean,Autumn,0,0,1,0,0,1,0,1,84,92,40,4.6
Bucharest,Romania,Bucharest,Europe,Urban,Budget,Continental,Summer,0,1,1,0,0,1,0,1,86,82,35,4.3
Brasov,Romania,Transylvania,Europe,Mountain,Budget,Continental,Winter,1,1,1,1,0,1,1,1,88,90,32,4.7
Sofia,Bulgaria,Sofia,Europe,Urban,Budget,Continental,Autumn,0,1,1,0,0,1,0,1,84,85,30,4.4
Plovdiv,Bulgaria,Plovdiv,Europe,Historical,Budget,Continental,Spring,0,1,1,0,0,1,0,1,82,88,28,4.6
Belgrade,Serbia,Belgrade,Europe,Urban,Budget,Continental,Summer,0,1,1,0,0,1,0,1,88,80,35,4.5
Zagreb,Croatia,Zagreb,Europe,Urban,Budget,Continental,Autumn,0,1,1,0,0,1,0,1,87,92,45,4.5
Ljubljana,Slovenia,Ljubljana,Europe,Urban,Mid-range,Temperate,Spring,0,1,1,0,0,1,0,1,89,98,55,4.8
Bratislava,Slovakia,Bratislava,Europe,Urban,Budget,Continental,Summer,0,1,1,0,0,1,0,1,83,90,40,4.3
Tbilisi,Georgia,Tbilisi,Asia,Historical,Budget,Continental,Spring,1,1,1,1,0,1,0,1,91,92,30,4.8
Baku,Azerbaijan,Absheron,Asia,Urban,Mid-range,Desert,Autumn,0,1,1,0,1,1,0,1,88,94,50,4.5
Yerevan,Armenia,Yerevan,Asia,Historical,Budget,Continental,Autumn,1,1,1,1,0,1,0,1,86,95,28,4.7
Astana,Kazakhstan,Akmo,Asia,Urban,Mid-range,Continental,Summer,0,1,1,0,0,1,0,1,80,90,45,4.2
Almaty,Kazakhstan,Almaty,Asia,Mountain,Budget,Continental,Autumn,1,1,1,1,0,1,0,1,85,88,35,4.6
Tashkent,Uzbekistan,Tashkent,Asia,Urban,Budget,Continental,Spring,0,0,1,0,0,1,0,1,82,90,25,4.4
Samarkand,Uzbekistan,Samarkand,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,94,92,25,4.9
Bukhara,Uzbekistan,Bukhara,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,90,94,22,4.8
Ulaanbaatar,Mongolia,Ulaanbaatar,Asia,Urban,Budget,Continental,Summer,1,1,1,0,0,1,0,1,78,82,25,4.1
Beijing,China,Beijing,Asia,Historical,Mid-range,Continental,Autumn,0,1,1,0,0,1,0,1,98,90,60,4.7
Shanghai,China,Shanghai,Asia,Urban,Luxury,Temperate,Autumn,0,1,1,0,0,0,0,1,97,92,85,4.6
Xi'an,China,Shaanxi,Asia,Historical,Mid-range,Continental,Spring,0,0,1,0,0,1,0,1,95,92,45,4.8
Guilin,China,Guangxi,Asia,Nature,Mid-range,Tropical,Spring,1,0,1,0,0,1,0,1,92,90,45,4.8
Hong Kong,China,Hong Kong,Asia,Urban,Luxury,Tropical,Winter,0,1,1,1,1,0,0,1,98,92,95,4.7
Macau,China,Macau,Asia,Urban,Luxury,Tropical,Winter,0,1,1,0,0,1,0,1,94,94,90,4.4
Taipei,Taiwan,Taipei,Asia,Urban,Mid-range,Subtropical,Autumn,0,1,1,1,0,1,0,1,95,98,60,4.8
Kaohsiung,Taiwan,Kaohsiung,Asia,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,88,96,55,4.6
Seoul,South Korea,Seoul,Asia,Urban,Mid-range,Continental,Autumn,0,1,1,0,0,1,0,1,97,97,75,4.8
Busan,South Korea,Busan,Asia,Beach,Mid-range,Temperate,Summer,0,1,1,0,1,1,0,1,92,96,65,4.7
Jeju Island,South Korea,Jeju,Asia,Island,Mid-range,Temperate,Spring,1,0,1,1,1,0,0,1,94,98,70,4.8
Hiroshima,Japan,Chugoku,Asia,Historical,Mid-range,Temperate,Spring,0,0,1,0,0,1,0,1,92,98,65,4.8
Nara,Japan,Kansai,Asia,Historical,Mid-range,Temperate,Autumn,0,0,1,0,0,1,1,1,94,99,60,4.9
Sapporo,Japan,Hokkaido,Asia,Urban,Mid-range,Continental,Winter,1,1,1,1,0,0,0,1,91,98,75,4.7
Fukuoka,Japan,Kyushu,Asia,Urban,Mid-range,Temperate,Spring,0,1,1,0,1,0,0,1,89,98,65,4.6
Manila,Philippines,NCR,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,90,65,35,4.1
Boracay,Philippines,Aklan,Asia,Beach,Mid-range,Tropical,Winter,1,1,1,0,1,0,0,1,94,82,55,4.7
Cebu City,Philippines,Cebu,Asia,Urban,Budget,Tropical,Winter,1,1,1,0,1,1,0,1,89,75,35,4.3
Kuala Lumpur,Malaysia,Kuala Lumpur,Asia,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,96,85,35,4.6
Penang,Malaysia,Penang,Asia,Historical,Budget,Tropical,Year-round,0,1,1,0,1,1,0,1,93,88,30,4.7
Langkawi,Malaysia,Kedah,Asia,Island,Mid-range,Tropical,Year-round,1,1,1,0,1,0,1,1,91,90,50,4.7
Bandar Seri Begawan,Brunei,Brunei-Muara,Asia,Religious,Luxury,Tropical,Year-round,0,0,1,0,0,1,0,1,75,98,80,4.3
Dili,East Timor,Dili,Asia,Beach,Budget,Tropical,Summer,1,0,1,0,1,0,0,0,65,70,30,3.8
Colombo,Sri Lanka,Western Province,Asia,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,88,82,30,4.3
Kandy,Sri Lanka,Central Province,Asia,Historical,Budget,Tropical,Winter,1,0,1,1,0,1,1,1,90,88,28,4.7
Galle,Sri Lanka,Southern Province,Asia,Historical,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,92,90,45,4.8
Male,Maldives,Kaafu Atoll,Asia,Island,Luxury,Tropical,Winter,1,0,1,0,1,0,1,1,95,95,100,4.7
Kathmandu,Nepal,Bagmati,Asia,Historical,Budget,Temperate,Autumn,1,1,1,1,0,1,0,1,94,80,20,4.7
Pokhara,Nepal,Gandaki,Asia,Adventure,Budget,Temperate,Autumn,1,1,1,1,0,0,0,1,93,88,22,4.9
Thimphu,Bhutan,Thimphu,Asia,Religious,Mid-range,Alpine,Autumn,1,0,1,1,0,1,0,1,88,98,70,4.8
Paro,Bhutan,Paro,Asia,Religious,Mid-range,Alpine,Spring,1,0,1,1,0,1,0,1,90,99,75,4.9
Dhaka,Bangladesh,Dhaka,Asia,Urban,Budget,Tropical,Winter,0,0,1,0,0,1,0,1,82,60,15,3.9
Karachi,Pakistan,Sindh,Asia,Urban,Budget,Desert,Winter,0,1,1,0,1,1,0,1,85,55,18,3.8
Lahore,Pakistan,Punjab,Asia,Historical,Budget,Continental,Winter,0,1,1,0,0,1,0,1,88,65,20,4.4
Islamabad,Pakistan,ICT,Asia,Urban,Budget,Temperate,Autumn,1,0,1,1,0,0,1,1,84,80,25,4.3
Tehran,Iran,Tehran,Middle East,Urban,Budget,Continental,Spring,1,1,1,1,0,1,0,1,85,82,25,4.2
Isfahan,Iran,Isfahan,Middle East,Historical,Budget,Desert,Autumn,0,0,1,0,0,1,0,1,92,88,22,4.8
Shiraz,Iran,Fars,Middle East,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,90,90,22,4.7
Baghdad,Iraq,Baghdad,Middle East,Historical,Budget,Desert,Winter,0,0,1,0,0,1,0,1,70,40,20,3.5
Damascus,Syria,Damascus,Middle East,Historical,Budget,Mediterranean,Spring,0,0,1,0,0,1,0,1,65,30,15,3.2
Beirut,Lebanon,Beirut,Middle East,Urban,Mid-range,Mediterranean,Spring,0,1,1,0,1,1,0,1,88,65,55,4.4
Amman,Jordan,Amman,Middle East,Urban,Mid-range,Desert,Autumn,0,1,1,0,0,1,0,1,87,88,50,4.4
Kuwait City,Kuwait,Kuwait,Middle East,Urban,Luxury,Desert,Winter,0,1,1,0,1,1,0,1,82,94,85,4.1
Manama,Bahrain,Manama,Middle East,Urban,Mid-range,Desert,Winter,0,1,1,0,1,1,0,1,84,92,70,4.2
Sanaa,Yemen,Sanaa,Middle East,Historical,Budget,Desert,Winter,0,0,1,0,0,1,0,1,50,20,15,3.0
Nicosia,Cyprus,Nicosia,Europe,Urban,Mid-range,Mediterranean,Spring,0,1,1,0,0,1,0,1,80,90,65,4.2
Limassol,Cyprus,Limassol,Europe,Beach,Mid-range,Mediterranean,Summer,1,1,1,0,1,1,0,1,85,92,75,4.5
Tel Aviv,Israel,Tel Aviv,Middle East,Beach,Luxury,Mediterranean,Summer,0,1,1,0,1,0,0,1,96,88,98,4.7
Washington D.C.,USA,D.C.,North America,Urban,Luxury,Temperate,Spring,0,1,1,0,0,1,0,1,96,80,95,4.6
Los Angeles,USA,California,North America,Urban,Luxury,Mediterranean,Year-round,0,1,1,1,1,1,0,1,99,75,98,4.6
Chicago,USA,Illinois,North America,Urban,Luxury,Continental,Summer,0,1,1,0,1,1,0,1,95,72,90,4.5
San Francisco,USA,California,North America,Urban,Luxury,Mediterranean,Autumn,0,1,1,1,1,1,0,1,97,78,100,4.7
Miami,USA,Florida,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,0,0,1,98,75,95,4.5
Las Vegas,USA,Nevada,North America,Urban,Luxury,Desert,Year-round,0,1,1,0,0,0,0,1,99,78,92,4.4
Seattle,USA,Washington,North America,Urban,Mid-range,Temperate,Summer,1,1,1,1,1,0,0,1,92,82,85,4.6
Boston,USA,Massachusetts,North America,Historical,Luxury,Continental,Autumn,0,1,1,0,0,1,0,1,94,85,95,4.7
New Orleans,USA,Louisiana,North America,Historical,Mid-range,Subtropical,Spring,0,1,1,0,0,1,0,1,93,65,70,4.6
Honolulu,USA,Hawaii,North America,Island,Luxury,Tropical,Year-round,1,1,1,1,1,0,1,1,96,90,98,4.8
Anchorage,USA,Alaska,North America,Nature,Mid-range,Alpine,Summer,1,0,1,1,0,0,1,1,85,88,80,4.7
Ottawa,Canada,Ontario,North America,Urban,Mid-range,Continental,Summer,0,1,1,0,0,1,0,1,88,94,80,4.4
Quebec City,Canada,Quebec,North America,Historical,Mid-range,Continental,Winter,0,1,1,0,0,1,0,1,92,95,75,4.8
Calgary,Canada,Alberta,North America,Urban,Mid-range,Continental,Summer,1,1,1,1,0,0,0,1,86,92,75,4.4
Edmonton,Canada,Alberta,North America,Urban,Mid-range,Continental,Summer,0,1,1,0,0,0,0,1,82,88,70,4.1
Victoria,Canada,British Columbia,North America,Urban,Mid-range,Temperate,Summer,0,0,1,0,1,1,1,1,85,96,80,4.6
San Juan,Puerto Rico,San Juan,North America,Historical,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,90,78,75,4.6
Santo Domingo,Dominican Republic,Distrito Nacional,North America,Historical,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,85,70,45,4.3
Punta Cana,Dominican Republic,La Altagracia,North America,Beach,Mid-range,Tropical,Winter,1,1,1,0,1,0,0,1,94,82,65,4.5
Kingston,Jamaica,Surrey,North America,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,55,40,4.0
Montego Bay,Jamaica,Cornwall,North America,Beach,Mid-range,Tropical,Winter,1,1,1,0,1,0,0,1,90,70,60,4.3
Nassau,Bahamas,New Providence,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,0,1,1,92,80,95,4.5
Bridgetown,Barbados,Saint Michael,North America,Beach,Luxury,Tropical,Winter,1,1,1,0,1,1,0,1,88,92,90,4.6
Castries,Saint Lucia,Castries,North America,Nature,Luxury,Tropical,Winter,1,0,1,1,1,0,0,1,86,90,95,4.7
St. George's,Grenada,Saint George,North America,Beach,Mid-range,Tropical,Winter,1,0,1,0,1,1,0,1,82,92,75,4.5
Port of Spain,Trinidad and Tobago,Saint George,South America,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,78,60,55,4.0
Georgetown,Guyana,Demerara-Mahaica,South America,Nature,Budget,Tropical,Year-round,1,0,1,1,0,0,1,0,65,60,35,3.7
Paramaribo,Suriname,Paramaribo,South America,Historical,Budget,Tropical,Year-round,0,0,1,0,0,1,0,1,68,75,30,4.0
Cayenne,French Guiana,Cayenne,South America,Nature,Mid-range,Tropical,Year-round,1,0,1,1,1,0,1,0,60,78,65,3.8
Caracas,Venezuela,Capital District,South America,Urban,Budget,Tropical,Year-round,0,1,1,1,1,1,0,1,70,25,30,3.2
Bogota,Colombia,Bogota,South America,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,90,65,35,4.4
Medellin,Colombia,Antioquia,South America,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,92,72,35,4.7
Cartagena,Colombia,Bolivar,South America,Historical,Mid-range,Tropical,Winter,0,1,1,0,1,1,0,1,94,80,55,4.8
Quito,Ecuador,Pichincha,South America,Historical,Budget,Temperate,Year-round,1,1,1,1,0,1,0,1,88,75,30,4.6
Guayaquil,Ecuador,Guayas,South America,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,60,35,4.1
Galapagos Islands,Ecuador,Galapagos,South America,Wildlife,Luxury,Tropical,Year-round,1,0,1,1,1,0,1,0,96,95,100,4.9
Lima,Peru,Lima,South America,Urban,Budget,Temperate,Winter,0,1,1,0,1,1,0,1,92,70,40,4.5
Arequipa,Peru,Arequipa,South America,Historical,Budget,Desert,Autumn,1,1,1,1,0,1,0,1,88,85,30,4.7
La Paz,Bolivia,La Paz,South America,Urban,Budget,Alpine,Spring,1,1,1,1,0,1,0,1,89,72,25,4.4
Santa Cruz,Bolivia,Santa Cruz,South America,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,80,78,30,4.1
Asuncion,Paraguay,Distrito Capital,South America,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,72,75,25,3.9
Santiago,Chile,Santiago,South America,Urban,Mid-range,Mediterranean,Autumn,1,1,1,1,1,1,0,1,92,85,65,4.6
Valparaiso,Chile,Valparaiso,South America,Historical,Budget,Mediterranean,Summer,0,1,1,0,1,1,0,1,88,78,45,4.7
Easter Island,Chile,Valparaiso,Oceania,Historical,Luxury,Subtropical,Autumn,1,0,0,1,0,1,0,0,88,95,98,4.8
Montevideo,Uruguay,Montevideo,South America,Urban,Mid-range,Temperate,Summer,0,1,1,0,1,1,0,1,85,90,70,4.5
Punta del Este,Uruguay,Maldonado,South America,Beach,Luxury,Temperate,Summer,1,1,1,0,1,0,0,1,90,92,95,4.6
Sao Paulo,Brazil,Sao Paulo,South America,Urban,Mid-range,Temperate,Winter,0,1,1,0,0,1,0,1,95,65,70,4.5
Salvador,Brazil,Bahia,South America,Historical,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,90,60,45,4.6
Brasilia,Brazil,Federal District,South America,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,82,82,60,4.2
Manaus,Brazil,Amazonas,South America,Wildlife,Budget,Tropical,Year-round,1,0,1,1,0,0,1,1,84,70,45,4.5
Iguazu Falls,Brazil,Parana,South America,Nature,Mid-range,Tropical,Spring,1,0,1,0,0,0,1,1,97,88,60,4.9
Mendoza,Argentina,Mendoza,South America,Nature,Mid-range,Desert,Autumn,1,1,1,1,0,1,0,1,90,90,55,4.8
Ushuaia,Argentina,Tierra del Fuego,South America,Adventure,Mid-range,Alpine,Summer,1,0,1,1,0,0,1,1,88,94,75,4.7
El Calafate,Argentina,Santa Cruz,South America,Nature,Mid-range,Alpine,Summer,1,0,1,1,0,0,1,0,91,95,70,4.8
Luanda,Angola,Luanda,Africa,Urban,Luxury,Tropical,Winter,0,1,1,0,1,1,0,1,72,45,95,3.6
Lagos,Nigeria,Lagos,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,85,40,40,3.8
Abuja,Nigeria,FCT,Africa,Urban,Mid-range,Tropical,Winter,0,0,1,0,0,1,0,1,78,60,55,3.9
Accra,Ghana,Greater Accra,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,82,85,35,4.3
Dakar,Senegal,Dakar,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,78,35,4.2
Addis Ababa,Ethiopia,Addis Ababa,Africa,Urban,Budget,Temperate,Year-round,0,1,1,0,0,1,0,1,84,75,25,4.1
Dar es Salaam,Tanzania,Dar es Salaam,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,82,72,30,4.0
Zanzibar City,Tanzania,Zanzibar,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,95,85,60,4.8
Serengeti,Tanzania,Mara,Africa,Wildlife,Luxury,Tropical,Summer,1,0,1,0,0,0,1,0,98,85,95,4.9
Arusha,Tanzania,Arusha,Africa,Nature,Mid-range,Temperate,Summer,1,0,1,1,0,0,1,1,85,82,55,4.5
Kampala,Uganda,Kampala,Africa,Urban,Budget,Tropical,Year-round,0,1,1,0,0,1,0,1,78,70,25,4.1
Kigali,Rwanda,Kigali,Africa,Urban,Budget,Temperate,Year-round,0,0,1,0,0,1,0,1,82,96,35,4.6
Windhoek,Namibia,Khomas,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,0,1,75,90,55,4.2
Swakopmund,Namibia,Erongo,Africa,Adventure,Mid-range,Desert,Winter,1,1,1,1,1,0,1,1,84,92,60,4.6
Antananarivo,Madagascar,Analamanga,Africa,Urban,Budget,Temperate,Autumn,0,0,1,0,0,1,1,1,70,65,25,3.8
Port Louis,Mauritius,Port Louis,Africa,Island,Luxury,Tropical,Year-round,1,1,1,0,1,1,1,1,92,94,90,4.7
Victoria,Seychelles,Mahé,Africa,Island,Luxury,Tropical,Year-round,1,0,1,0,1,1,1,1,90,95,98,4.8
Algiers,Algeria,Algiers,Africa,Urban,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,74,75,30,3.9
Tunis,Tunisia,Tunis,Africa,Historical,Budget,Mediterranean,Spring,0,1,1,0,1,1,0,1,85,82,30,4.3
Djerba,Tunisia,Medenine,Africa,Beach,Budget,Mediterranean,Summer,1,1,1,0,1,1,0,1,82,85,35,4.4
Tripoli,Libya,Tripoli,Africa,Historical,Budget,Mediterranean,Spring,0,0,1,0,1,1,0,1,40,15,20,2.5
Khartoum,Sudan,Khartoum,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,45,20,15,2.8
Banjul,Gambia,Banjul,Africa,Beach,Budget,Tropical,Winter,1,1,1,0,1,0,0,1,72,82,25,4.0
Bamako,Mali,Bamako,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,30,20,3.2
Niamey,Niger,Niamey,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,52,35,20,3.1
Ndjamena,Chad,Chari-Baguirmi,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,48,30,25,3.0
Bangui,Central African Republic,Ombella-M'Poko,Africa,Urban,Budget,Tropical,Winter,0,0,1,0,0,0,1,1,35,10,25,2.2
Libreville,Gabon,Estuaire,Africa,Urban,Mid-range,Tropical,Winter,0,1,1,0,1,1,1,1,68,75,70,3.8
Brazzaville,Congo,Brazzaville,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,0,1,62,65,45,3.5
Kinshasa,DR Congo,Kinshasa,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,0,0,1,70,35,50,3.4
Lusaka,Zambia,Lusaka,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,0,1,1,1,72,80,35,4.0
Livingstone,Zambia,Southern,Africa,Adventure,Mid-range,Tropical,Winter,1,1,1,1,0,0,1,1,90,85,55,4.8
Harare,Zimbabwe,Harare,Africa,Urban,Budget,Temperate,Winter,0,1,1,0,0,1,1,1,74,65,30,3.7
Victoria Falls,Zimbabwe,Matabeleland North,Africa,Nature,Mid-range,Tropical,Winter,1,1,1,1,0,0,1,1,95,88,65,4.9
Maputo,Mozambique,Maputo City,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,76,70,40,4.1
Gaborone,Botswana,South-East,Africa,Urban,Mid-range,Desert,Winter,0,0,1,0,0,1,1,1,70,92,55,4.2
Maun,Botswana,North-West,Africa,Wildlife,Mid-range,Desert,Winter,1,0,1,1,0,0,1,1,88,90,70,4.8
Maseru,Lesotho,Maseru,Africa,Mountain,Budget,Temperate,Summer,1,0,1,1,0,1,0,0,65,85,25,4.1
Mbabane,Eswatini,Hhohho,Africa,Nature,Budget,Temperate,Summer,1,0,1,1,0,1,1,1,68,88,30,4.2
Saint-Denis,Reunion,Saint-Denis,Africa,Nature,Luxury,Tropical,Winter,1,1,1,1,1,1,0,1,82,94,95,4.7
Mamoudzou,Mayotte,Mamoudzou,Africa,Island,Mid-range,Tropical,Winter,1,0,1,0,1,0,1,0,65,80,75,3.9
Moroni,Comoros,Grande Comore,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,0,0,60,75,40,3.6
Djibouti City,Djibouti,Djibouti,Africa,Urban,Mid-range,Desert,Winter,1,0,1,0,1,0,0,1,62,85,85,3.5
Asmara,Eritrea,Maekel,Africa,Historical,Budget,Temperate,Spring,0,0,1,0,0,1,0,1,64,88,20,4.3
Mogadishu,Somalia,Banaadir,Africa,Beach,Budget,Tropical,Winter,0,0,0,0,1,0,0,0,30,10,15,2.0
Hargeisa,Somaliland,Maroodi Jeex,Africa,Urban,Budget,Desert,Winter,0,0,1,0,0,1,0,1,55,75,20,3.4
Port Sudan,Sudan,Red Sea,Africa,Beach,Budget,Desert,Winter,1,0,1,0,1,0,0,0,58,40,25,3.2
Freetown,Sierra Leone,Western Area,Africa,Beach,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,65,60,30,3.6
Monrovia,Liberia,Montserrado,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,0,0,1,60,55,35,3.4
Conakry,Guinea,Conakry,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,62,55,30,3.3
Bissau,Guinea-Bissau,Bissau,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,58,60,25,3.2
Praia,Cape Verde,Santiago,Africa,Island,Mid-range,Tropical,Winter,1,1,1,0,1,1,0,1,78,88,55,4.2
Mindelo,Cape Verde,Sao Vicente,Africa,Urban,Budget,Tropical,Winter,0,1,1,0,1,1,0,1,80,90,45,4.4
Sao Tome,Sao Tome and Principe,Agua Grande,Africa,Island,Budget,Tropical,Winter,1,0,1,0,1,1,1,0,70,92,40,4.3
Malabo,Equatorial Guinea,Bioko Norte,Africa,Urban,Luxury,Tropical,Winter,0,0,1,0,1,1,0,1,65,80,100,3.5
Nouakchott,Mauritania,Nouakchott,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,55,70,35,3.2
El Aaiun,Western Sahara,Laayoune,Africa,Urban,Budget,Desert,Winter,0,0,1,0,1,1,0,1,50,55,30,3.1
Baku,Azerbaijan,Absheron,Asia,Urban,Mid-range,Desert,Autumn,0,1,1,0,1,1,0,1,88,94,50,4.5
Tbilisi,Georgia,Tbilisi,Asia,Historical,Budget,Continental,Spring,1,1,1,1,0,1,0,1,91,92,30,4.8
Astana,Kazakhstan,Akmo,Asia,Urban,Mid-range,Continental,Summer,0,1,1,0,0,1,0,1,80,90,45,4.2
Ashgabat,Turkmenistan,Ashgabat,Asia,Urban,Luxury,Desert,Spring,0,0,1,0,0,1,0,1,65,95,95,3.5
Dushanbe,Tajikistan,Dushanbe,Asia,Mountain,Budget,Continental,Summer,1,0,1,1,0,1,0,1,72,88,25,4.2
Bishkek,Kyrgyzstan,Bishkek,Asia,Mountain,Budget,Continental,Summer,1,1,1,1,0,1,0,1,78,85,25,4.4
Almaty,Kazakhstan,Almaty,Asia,Mountain,Mid-range,Continental,Autumn,1,1,1,1,0,1,0,1,86,88,40,4.7
Bukhara,Uzbekistan,Bukhara,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,90,94,22,4.8
Khiva,Uzbekistan,Xorazm,Asia,Historical,Budget,Desert,Autumn,0,0,1,0,0,1,0,0,88,95,22,4.8
Samarkand,Uzbekistan,Samarkand,Asia,Historical,Budget,Desert,Spring,0,0,1,0,0,1,0,1,94,92,25,4.9
Ulaanbaatar,Mongolia,Ulaanbaatar,Asia,Urban,Budget,Continental,Summer,1,1,1,0,0,1,0,1,78,82,25,4.1
Pyongyang,North Korea,Pyongyang,Asia,Urban,Mid-range,Continental,Spring,0,0,0,0,0,1,0,0,50,98,60,3.0
